version 4841
stamp 2022-02-28T19:09:25.840102+0000
last_osdmap_epoch 0
last_pg_scan 0
PG_STAT  OBJECTS  MISSING_ON_PRIMARY  DEGRADED  MISPLACED  UNFOUND  BYTES     OMAP_BYTES*  OMAP_KEYS*  LOG  DISK_LOG  STATE              STATE_STAMP                      VERSION  REPORTED  UP             UP_PRIMARY  ACTING         ACTING_PRIMARY  LAST_SCRUB  SCRUB_STAMP                      LAST_DEEP_SCRUB  DEEP_SCRUB_STAMP                 SNAPTRIMQ_LEN
3.39           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:04:12.718908+0000    482'6    556:33  [11,18,17,13]          11  [11,18,17,13]              11       482'6  2022-02-28T16:36:33.275364+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.3e           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:03:21.415668+0000    482'4    556:38      [6,21,18]           6      [6,21,18]               6       482'4  2022-02-28T16:37:12.244690+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.3f           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:03:21.388180+0000    482'4    556:38       [6,8,19]           6       [6,8,19]               6       482'4  2022-02-28T16:33:55.125518+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.3e           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.621455+0000      0'0    556:32      [11,20,1]          11      [11,20,1]              11         0'0  2022-02-28T16:32:43.132796+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.3f           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:04.326509+0000      0'0    556:44      [20,8,13]          20      [20,8,13]              20         0'0  2022-02-28T16:34:21.570067+0000              0'0  2022-02-28T16:34:21.570067+0000              0
3.3a           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:04:09.831103+0000    482'6    556:33  [10,21,13,18]          10  [10,21,13,18]              10       482'6  2022-02-28T16:32:34.828726+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.3d           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:03:21.054234+0000    482'4    556:38       [7,0,18]           7       [7,0,18]               7       482'4  2022-02-28T16:35:07.189452+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.3c           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:04:10.328048+0000    482'4    556:49      [6,11,12]           6      [6,11,12]               6       482'4  2022-02-28T16:45:42.174145+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.3f           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:08.982860+0000      0'0   556:402      [13,10,9]          13      [13,10,9]              13         0'0  2022-02-28T16:33:05.129895+0000              0'0  2022-02-28T16:33:05.129895+0000              0
6.3e           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:03.989642+0000      0'0   556:358       [9,2,12]           9       [9,2,12]               9         0'0  2022-02-28T16:42:04.830445+0000              0'0  2022-02-28T16:42:04.830445+0000              0
3.3b           0                   0         0          0        0         0            0           0   16        16       active+clean  2022-02-28T19:03:30.599999+0000   482'16    556:41    [7,8,21,20]           7    [7,8,21,20]               7      482'16  2022-02-28T16:33:40.832427+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.3c           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:03:04.694317+0000    482'4    556:43      [20,0,12]          20      [20,0,12]              20       482'4  2022-02-28T16:42:02.614929+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.3d           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:04:17.717470+0000    482'4    556:34      [11,6,13]          11      [11,6,13]              11       482'4  2022-02-28T16:44:29.532056+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.38           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.893542+0000      0'0    556:32      [11,19,9]          11      [11,19,9]              11         0'0  2022-02-28T16:39:51.780598+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.39           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:08.252597+0000      0'0    556:42      [21,9,12]          21      [21,9,12]              21         0'0  2022-02-28T16:44:55.619596+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.3c           0                   0         0          0        0         0            0           0   13        13       active+clean  2022-02-28T19:03:09.413650+0000   482'13    556:41   [19,18,12,9]          19   [19,18,12,9]              19      482'13  2022-02-28T16:38:55.731552+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.3b           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:03:20.932220+0000    482'5    556:53       [19,9,6]          19       [19,9,6]              19       482'5  2022-02-28T16:45:55.261129+0000              0'0  2022-02-24T19:58:15.281063+0000              0
5.3a           0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:04:10.891498+0000    482'1   556:369      [8,21,11]           8      [8,21,11]               8       482'1  2022-02-28T16:36:50.325593+0000            482'1  2022-02-28T16:36:50.325593+0000              0
7.39           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.632104+0000      0'0    556:53     [20,21,11]          20     [20,21,11]              20         0'0  2022-02-28T16:37:08.013915+0000              0'0  2022-02-28T16:37:08.013915+0000              0
6.38           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.322451+0000      0'0    556:47      [7,13,11]           7      [7,13,11]               7         0'0  2022-02-28T16:41:06.861658+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.3d           0                   0         0          0        0         0            0           0   12        12       active+clean  2022-02-28T19:04:10.348013+0000   482'12    556:61   [21,7,11,12]          21   [21,7,11,12]              21      482'12  2022-02-28T16:44:16.848398+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.3a           0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:04:17.208301+0000    482'1    556:34     [10,19,14]          10     [10,19,14]              10       482'1  2022-02-28T16:36:34.265021+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.3b           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:03:20.933057+0000    482'5    556:53       [19,6,8]          19       [19,6,8]              19       482'5  2022-02-28T16:31:48.834449+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.3a           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.874473+0000      0'0   556:140      [12,7,21]          12      [12,7,21]              12         0'0  2022-02-28T16:38:10.820252+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.3b           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.268329+0000      0'0    556:53        [2,4,7]           2        [2,4,7]               2         0'0  2022-02-28T16:45:32.748871+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.3e           0                   0         0          0        0         0            0           0   12        12       active+clean  2022-02-28T19:03:08.782994+0000   482'12    556:46   [18,17,13,8]          18   [18,17,13,8]              18      482'12  2022-02-28T16:45:06.963968+0000           482'12  2022-02-28T16:45:06.963968+0000              0
4.39           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:04:10.630069+0000    482'2    556:62      [20,11,7]          20      [20,11,7]              20       482'2  2022-02-28T16:45:32.166086+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.38           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:04:08.977009+0000    482'3    556:47       [7,10,9]           7       [7,10,9]               7       482'3  2022-02-28T16:45:20.602968+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.3b           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:09.828297+0000      0'0    556:32      [10,18,6]          10      [10,18,6]              10         0'0  2022-02-28T16:46:13.817635+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.3a           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.443183+0000      0'0    556:47      [6,10,20]           6      [6,10,20]               6         0'0  2022-02-28T16:38:49.909582+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.3f           0                   0         0          0        0         0            0           0   14        14       active+clean  2022-02-28T19:03:20.421522+0000   482'14    556:56    [18,21,0,7]          18    [18,21,0,7]              18      482'14  2022-02-28T16:36:33.903547+0000           482'14  2022-02-28T16:36:33.903547+0000              0
4.38           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:04:09.163901+0000    482'3   556:236     [21,14,10]          21     [21,14,10]              21       482'3  2022-02-28T16:34:13.591235+0000            482'3  2022-02-28T16:34:13.591235+0000              0
5.39           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:04:11.181727+0000    482'2    556:32     [10,13,19]          10     [10,13,19]              10       482'2  2022-02-28T16:39:27.854421+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.44           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.304402+0000      0'0    556:38      [6,20,19]           6      [6,20,19]               6         0'0  2022-02-28T16:41:38.946900+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.45           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.602469+0000      0'0    556:52       [21,9,7]          21       [21,9,7]              21         0'0  2022-02-28T16:31:14.878821+0000              0'0  2022-02-28T16:31:14.878821+0000              0
3.40           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:04:12.446602+0000    482'4   556:215   [13,11,9,18]          13   [13,11,9,18]              13       482'4  2022-02-28T16:34:44.140459+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.47           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:05:40.014072+0000    482'7    556:71      [20,3,11]          20      [20,3,11]              20       482'7  2022-02-28T16:32:33.258055+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.46           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:05.305127+0000    482'3    556:44       [2,8,19]           2       [2,8,19]               2       482'3  2022-02-28T16:43:23.831356+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.45           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.414871+0000      0'0   556:180       [9,18,7]           9       [9,18,7]               9         0'0  2022-02-28T16:46:25.055284+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.44           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:16.879699+0000      0'0    556:34      [11,6,12]          11      [11,6,12]              11         0'0  2022-02-28T16:33:56.712675+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.41           0                   0         0          0        0         0            0           0   14        14       active+clean  2022-02-28T19:03:21.118674+0000   482'14   556:230    [9,12,6,20]           9    [9,12,6,20]               9      482'14  2022-02-28T16:37:57.374336+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.46           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:21.234255+0000    482'3    556:38      [7,18,21]           7      [7,18,21]               7       482'3  2022-02-28T16:40:33.161422+0000              0'0  2022-02-24T17:54:08.432164+0000              0
5.47           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:04:09.162820+0000    482'7   556:258     [21,13,10]          21     [21,13,10]              21       482'7  2022-02-28T16:42:24.987837+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.46           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:07.241475+0000      0'0   556:134      [8,18,21]           8      [8,18,21]               8         0'0  2022-02-28T16:44:02.301758+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.47           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.761750+0000      0'0   556:208      [8,13,11]           8      [8,13,11]               8         0'0  2022-02-28T16:36:08.972902+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.42           0                   0         0          0        0         0            0           0   12        12       active+clean  2022-02-28T19:03:21.708550+0000   482'12   556:510    [9,6,13,18]           9    [9,6,13,18]               9      482'12  2022-02-28T16:37:13.288337+0000            329'3  2022-02-24T18:58:00.585308+0000              0
4.45           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:03:21.205825+0000    482'2    556:38       [6,8,19]           6       [6,8,19]               6       482'2  2022-02-28T16:38:58.259704+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.44           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:03:28.885026+0000    482'4    556:40       [7,19,9]           7       [7,19,9]               7       482'4  2022-02-28T16:39:47.766747+0000            482'4  2022-02-28T16:39:47.766747+0000              0
7.47           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.172964+0000      0'0    556:53     [20,11,19]          20     [20,11,19]              20         0'0  2022-02-28T16:38:22.749921+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.46           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.124625+0000      0'0    556:53       [20,6,9]          20       [20,6,9]              20         0'0  2022-02-28T16:31:58.870871+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.43           0                   0         0          0        0         0            0           0   15        15       active+clean  2022-02-28T19:03:08.662406+0000   482'15    556:41   [19,0,13,16]          19   [19,0,13,16]              19      482'15  2022-02-28T16:41:21.831184+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.44           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:04:17.672217+0000    482'4    556:34       [10,6,9]          10       [10,6,9]              10       482'4  2022-02-28T16:45:39.441859+0000            482'4  2022-02-28T16:45:39.441859+0000              0
5.45           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:04:10.443407+0000    482'2   556:173     [12,20,10]          12     [12,20,10]              12       482'2  2022-02-28T16:44:13.466999+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.40           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.058412+0000      0'0    556:38      [6,18,21]           6      [6,18,21]               6         0'0  2022-02-28T16:33:12.289105+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.41           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.180835+0000      0'0    556:53     [19,12,11]          19     [19,12,11]              19         0'0  2022-02-28T16:40:35.780921+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.44           0                   0         0          0        0         0            0           0   12        12       active+clean  2022-02-28T19:04:08.989317+0000   482'12    556:51     [6,0,4,10]           6     [6,0,4,10]               6      482'12  2022-02-28T16:33:41.624934+0000           482'12  2022-02-28T16:33:41.624934+0000              0
4.43           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:04:17.166123+0000    482'5    556:34      [11,20,7]          11      [11,20,7]              11       482'5  2022-02-28T16:32:10.900945+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.42           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:04.944717+0000    482'3   556:335      [8,19,18]           8      [8,19,18]               8       482'3  2022-02-28T16:32:38.890291+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.41           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:09.819785+0000      0'0    556:53     [18,10,13]          18     [18,10,13]              18         0'0  2022-02-28T16:45:08.617805+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.40           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:04.756764+0000      0'0   556:249      [19,9,18]          19      [19,9,18]              19         0'0  2022-02-28T16:42:24.733962+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.45           0                   0         0          0        0         0            0           0    9         9       active+clean  2022-02-28T19:03:21.387733+0000    482'9    556:39    [7,19,8,12]           7    [7,19,8,12]               7       482'9  2022-02-28T16:40:10.037569+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.42           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:06.572839+0000    482'3   556:392      [8,12,19]           8      [8,12,19]               8       482'3  2022-02-28T16:37:16.233881+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.43           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:03:28.215318+0000    482'5    556:40       [7,8,12]           7       [7,8,12]               7       482'5  2022-02-28T16:41:20.892479+0000              0'0  2022-02-24T19:02:49.386272+0000              0
7.42           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.315048+0000      0'0   556:193      [12,9,11]          12      [12,9,11]              12         0'0  2022-02-28T16:34:12.670910+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.43           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.947346+0000      0'0    556:53      [20,13,6]          20      [20,13,6]              20         0'0  2022-02-28T16:41:29.682163+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.46           0                   0         0          0        0         0            0           0    8         8       active+clean  2022-02-28T19:04:10.629179+0000    482'8    556:66   [20,11,21,7]          20   [20,11,21,7]              20       482'8  2022-02-28T16:34:30.859855+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.41           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:05:40.152181+0000    482'5    556:26      [7,20,12]           7      [7,20,12]               7       482'5  2022-02-28T16:34:59.011384+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.40           0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:04:10.764625+0000    482'1   556:338      [8,17,11]           8      [8,17,11]               8       482'1  2022-02-28T16:42:00.794822+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.43           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.174880+0000      0'0   556:366      [19,7,10]          19      [19,7,10]              19         0'0  2022-02-28T16:33:59.132533+0000              0'0  2022-02-28T16:33:59.132533+0000              0
6.42           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:10.328465+0000      0'0    556:49      [6,13,11]           6      [6,13,11]               6         0'0  2022-02-28T16:34:46.529214+0000              0'0  2022-02-28T16:34:46.529214+0000              0
3.47           0                   0         0          0        0         0            0           0   19        19       active+clean  2022-02-28T19:04:33.583664+0000   482'19   556:305    [9,19,10,6]           9    [9,19,10,6]               9      482'19  2022-02-28T16:39:53.948155+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.40           0                   0         0          0        0         0            0           0    1         1       active+clean  2022-02-28T19:03:21.050734+0000    482'1   556:197       [9,6,18]           9       [9,6,18]               9       482'1  2022-02-28T16:35:38.424394+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.41           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:04:11.181194+0000    482'5   556:382      [9,19,10]           9      [9,19,10]               9       482'5  2022-02-28T16:37:24.370956+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.4c           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:12.447325+0000      0'0   556:368      [8,18,11]           8      [8,18,11]               8         0'0  2022-02-28T16:39:42.865288+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.4d           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:17.094533+0000      0'0    556:34      [5,18,21]           5      [5,18,21]               5         0'0  2022-02-28T16:37:23.125030+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.48           0                   0         0          0        0         0            0           0   19        19       active+clean  2022-02-28T19:04:10.493736+0000   482'19    556:56   [18,8,10,12]          18   [18,8,10,12]              18      482'19  2022-02-28T16:39:42.770675+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.4f           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:03:05.299433+0000    482'6   556:458      [12,8,19]          12      [12,8,19]              12       482'6  2022-02-28T16:36:13.604438+0000              0'0  2022-02-24T17:34:16.826328+0000              0
5.4e           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:21.124659+0000    482'3    556:53      [20,19,6]          20      [20,19,6]              20       482'3  2022-02-28T16:41:31.604368+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.4d           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.204331+0000      0'0   556:329       [8,19,6]           8       [8,19,6]               8         0'0  2022-02-28T16:42:27.010145+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.4c           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:08.709668+0000      0'0    556:42      [21,18,8]          21      [21,18,8]              21         0'0  2022-02-28T16:34:21.598437+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.49           1                   0         0          0        0         5            0           0    7         7       active+clean  2022-02-28T19:04:00.446561+0000    482'7   556:173    [12,20,8,7]          12    [12,20,8,7]              12       482'7  2022-02-28T16:34:53.415523+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.4e           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:04:10.768326+0000    482'3   556:397       [8,11,7]           8       [8,11,7]               8       482'3  2022-02-28T16:38:45.863497+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.4f           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:03:05.307680+0000    482'6    556:44     [20,12,19]          20     [20,12,19]              20       482'6  2022-02-28T16:38:05.663552+0000            482'6  2022-02-28T16:38:05.663552+0000              0
7.4e           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:05.937912+0000      0'0    556:44     [19,20,13]          19     [19,20,13]              19         0'0  2022-02-28T16:34:39.214458+0000              0'0  2022-02-28T16:34:39.214458+0000              0
6.4f           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:09.827113+0000      0'0    556:32      [10,18,7]          10      [10,18,7]              10         0'0  2022-02-28T16:33:33.786554+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.4a           0                   0         0          0        0         0            0           0    7         7       active+clean  2022-02-28T19:03:21.722461+0000    482'7    556:39   [7,18,13,19]           7   [7,18,13,19]               7       482'7  2022-02-28T16:40:27.130793+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.4d           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:03:20.942508+0000    482'5    556:53      [20,12,7]          20      [20,12,7]              20       482'5  2022-02-28T16:32:20.871129+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.4c           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:03:20.852811+0000    482'6    556:53      [19,7,12]          19      [19,7,12]              19       482'6  2022-02-28T16:45:27.216783+0000            482'6  2022-02-28T16:45:27.216783+0000              0
7.4f           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.961536+0000      0'0    556:38      [7,18,12]           7      [7,18,12]               7         0'0  2022-02-28T16:39:42.777731+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.4e           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.167975+0000      0'0    556:47      [7,19,10]           7      [7,19,10]               7         0'0  2022-02-28T16:43:18.131800+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.4b           0                   0         0          0        0         0            0           0   16        16       active+clean  2022-02-28T19:04:11.174788+0000   482'16   556:354   [19,8,12,10]          19   [19,8,12,10]              19      482'16  2022-02-28T16:35:12.275488+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.4c           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:04:11.096445+0000    482'6    556:62      [18,8,11]          18      [18,8,11]              18       482'6  2022-02-28T16:40:31.890145+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.4d           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:03:07.363393+0000    482'5   556:381      [13,21,9]          13      [13,21,9]              13       482'5  2022-02-28T16:33:58.115005+0000            482'5  2022-02-28T16:33:58.115005+0000              0
7.48           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:11.165374+0000      0'0    556:62      [19,8,11]          19      [19,8,11]              19         0'0  2022-02-28T16:40:17.855282+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.49           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:07.886897+0000      0'0   556:172      [21,12,9]          21      [21,12,9]              21         0'0  2022-02-28T16:37:11.225068+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.4c           0                   0         0          0        0         0            0           0   17        17       active+clean  2022-02-28T19:04:11.626764+0000   482'17   556:293  [19,18,11,13]          19  [19,18,11,13]              19      482'17  2022-02-28T16:32:50.073395+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.4b           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:04:10.486548+0000    482'6   556:257      [13,8,10]          13      [13,8,10]              13       482'6  2022-02-28T16:39:12.903911+0000              0'0  2022-02-23T17:10:21.806214+0000              0
5.4a           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:20.950144+0000    482'3    556:53      [20,6,21]          20      [20,6,21]              20       482'3  2022-02-28T16:42:35.723613+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.49           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.743544+0000      0'0   556:312        [8,4,6]           8        [8,4,6]               8         0'0  2022-02-28T16:41:20.830474+0000              0'0  2022-02-23T17:15:16.707935+0000              0
6.48           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:04.232635+0000      0'0   556:162       [8,18,1]           8       [8,18,1]               8         0'0  2022-02-28T16:37:26.095895+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.4d           0                   0         0          0        0         0            0           0   12        12       active+clean  2022-02-28T19:04:11.091007+0000   482'12    556:66   [18,12,7,11]          18   [18,12,7,11]              18      482'12  2022-02-28T16:45:02.581438+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.4a           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:21.700251+0000    482'3   556:240      [13,6,20]          13      [13,6,20]              13       482'3  2022-02-28T16:35:27.289134+0000            482'3  2022-02-28T16:35:27.289134+0000              0
5.4b           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:04:09.819520+0000    482'6    556:62      [18,7,10]          18      [18,7,10]              18       482'6  2022-02-28T16:40:46.783066+0000              0'0  2022-02-23T17:13:31.371583+0000              0
7.4a           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:21.305243+0000      0'0    556:38      [6,19,20]           6      [6,19,20]               6         0'0  2022-02-28T16:46:22.162982+0000              0'0  2022-02-28T16:46:22.162982+0000              0
6.4b           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.947425+0000      0'0    556:53      [20,13,6]          20      [20,13,6]              20         0'0  2022-02-28T16:35:52.104197+0000              0'0  2022-02-23T17:14:19.618385+0000              0
3.4e           0                   0         0          0        0         0            0           0   10        10       active+clean  2022-02-28T19:04:10.629257+0000   482'10    556:66    [20,11,7,4]          20    [20,11,7,4]              20      482'10  2022-02-28T16:38:11.819777+0000            329'3  2022-02-24T18:10:27.908450+0000              0
4.49           0                   0         0          0        0         0            0           0    2         2       active+clean  2022-02-28T19:04:11.624468+0000    482'2    556:47      [7,19,11]           7      [7,19,11]               7       482'2  2022-02-28T16:36:41.559505+0000              0'0  2022-02-24T19:05:31.389540+0000              0
5.48           0                   0         0          0        0         0            0           0    8         8       active+clean  2022-02-28T19:03:20.948038+0000    482'8    556:53      [20,19,6]          20      [20,19,6]              20       482'8  2022-02-28T16:31:46.670134+0000              0'0  2022-02-23T17:13:31.371583+0000              0
